sequence,support_count,support
"<{8},{17},{143},{245},{253}>",258,0.353425
"<{8},{17},{143},{246},{253}>",200,0.273973
"<{8},{17},{18},{143},{253}>",220,0.301370
"<{8},{17},{26},{117},{143}>",219,0.300000
"<{8},{17},{26},{117},{253}>",221,0.302740
"<{8},{17},{26},{143},{253}>",241,0.330137
"<{8},{17},{26},{245},{253}>",211,0.289041
"<{8},{17},{35},{117},{143}>",226,0.309589
"<{8},{17},{35},{117},{253}>",222,0.304110
"<{8},{17},{35},{143},{253}>",249,0.341096
"<{8},{17},{35},{245},{253}>",200,0.273973
"<{8},{18},{117},{143},{253}>",223,0.305479
"<{8},{26},{117},{118},{143}>",204,0.279452
"<{8},{26},{117},{118},{253}>",212,0.290411
"<{8},{26},{117},{143},{144}>",206,0.282192
"<{8},{26},{117},{143},{245}>",225,0.308219
"<{8},{26},{117},{143},{253}>",276,0.378082
"<{8},{26},{117},{245},{253}>",227,0.310959
"<{8},{26},{118},{143},{253}>",210,0.287671
"<{8},{26},{143},{144},{253}>",228,0.312329
"<{8},{26},{143},{245},{253}>",243,0.332877
"<{8},{26},{143},{246},{253}>",209,0.286301
"<{8},{26},{35},{143},{253}>",215,0.294521
"<{8},{27},{117},{143},{253}>",207,0.283562
"<{8},{35},{117},{143},{245}>",210,0.287671
"<{8},{35},{117},{143},{253}>",272,0.372603
"<{8},{35},{117},{245},{253}>",200,0.273973
"<{8},{35},{118},{143},{253}>",204,0.279452
"<{8},{35},{143},{144},{253}>",212,0.290411
"<{8},{35},{143},{245},{253}>",230,0.315068
"<{8},{35},{36},{143},{253}>",217,0.297260
"<{8},{36},{117},{143},{253}>",238,0.326027
"<{8},{36},{143},{245},{253}>",211,0.289041
"<{8},{78},{117},{143},{253}>",200,0.273973
"<{8},{9},{117},{118},{143}>",221,0.302740
"<{8},{9},{117},{118},{253}>",224,0.306849
"<{8},{9},{117},{143},{144}>",216,0.295890
"<{8},{9},{117},{143},{245}>",239,0.327397
"<{8},{9},{117},{143},{253}>",308,0.421918
"<{8},{9},{117},{144},{253}>",201,0.275342
"<{8},{9},{117},{245},{253}>",237,0.324658
"<{8},{9},{117},{246},{253}>",200,0.273973
"<{8},{9},{118},{143},{253}>",226,0.309589
"<{8},{9},{143},{144},{253}>",240,0.328767
"<{8},{9},{143},{245},{253}>",265,0.363014
"<{8},{9},{143},{246},{253}>",223,0.305479
"<{8},{9},{17},{117},{143}>",235,0.321918
"<{8},{9},{17},{117},{253}>",241,0.330137
"<{8},{9},{17},{143},{245}>",211,0.289041
"<{8},{9},{17},{143},{253}>",269,0.368493
"<{8},{9},{17},{18},{253}>",211,0.289041
"<{8},{9},{17},{245},{253}>",224,0.306849
"<{8},{9},{17},{26},{253}>",210,0.287671
"<{8},{9},{17},{35},{253}>",213,0.291781
"<{8},{9},{18},{143},{253}>",220,0.301370
"<{8},{9},{26},{117},{143}>",223,0.305479
"<{8},{9},{26},{117},{253}>",230,0.315068
"<{8},{9},{26},{143},{253}>",253,0.346575
"<{8},{9},{26},{245},{253}>",211,0.289041
"<{8},{9},{35},{117},{143}>",218,0.298630
"<{8},{9},{35},{117},{253}>",219,0.300000
"<{8},{9},{35},{143},{253}>",252,0.345205
"<{8},{9},{36},{143},{253}>",221,0.302740
"<{9},{110},{117},{143},{253}>",208,0.284932
"<{9},{117},{118},{143},{144}>",216,0.295890
"<{9},{117},{118},{143},{245}>",202,0.276712
"<{9},{117},{118},{143},{253}>",244,0.334247
"<{9},{117},{118},{144},{253}>",200,0.273973
"<{9},{117},{139},{143},{253}>",207,0.283562
"<{9},{117},{143},{144},{253}>",238,0.326027
"<{9},{117},{143},{245},{253}>",253,0.346575
"<{9},{117},{143},{246},{253}>",211,0.289041
"<{9},{118},{143},{144},{253}>",212,0.290411
"<{9},{118},{143},{245},{253}>",204,0.279452
"<{9},{143},{144},{245},{253}>",205,0.280822
"<{9},{17},{117},{143},{253}>",249,0.341096
"<{9},{17},{143},{245},{253}>",215,0.294521
"<{9},{17},{35},{143},{253}>",204,0.279452
"<{9},{18},{117},{143},{253}>",205,0.280822
"<{9},{26},{117},{143},{253}>",243,0.332877
"<{9},{26},{143},{144},{253}>",208,0.284932
"<{9},{26},{143},{245},{253}>",209,0.286301
"<{9},{35},{117},{143},{253}>",235,0.321918
"<{9},{36},{117},{143},{253}>",213,0.291781
"<{17},{117},{118},{143},{144},{253}>",201,0.275342
"<{26},{117},{118},{143},{144},{253}>",200,0.273973
"<{8},{117},{118},{143},{144},{253}>",204,0.279452
"<{8},{17},{117},{143},{245},{253}>",211,0.289041
"<{8},{17},{35},{117},{143},{253}>",202,0.276712
"<{8},{9},{117},{118},{143},{253}>",200,0.273973
"<{8},{9},{117},{143},{245},{253}>",212,0.290411
"<{8},{9},{17},{117},{143},{253}>",217,0.297260
"<{8},{9},{26},{117},{143},{253}>",206,0.282192
"<{8},{9},{35},{117},{143},{253}>",201,0.275342
